"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2017"	"2017"	"65-69 years"	"65-69"	37	242838	15.2
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2017"	"2017"	"70-74 years"	"70-74"	36	181786	19.8
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2017"	"2017"	"75-79 years"	"75-79"	26	124378	20.9
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2017"	"2017"	"85+ years"	"85+"	16	80292	19.9
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2019"	"2019"	"55-59 years"	"55-59"	25	306937	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2019"	"2019"	"60-64 years "	"60-64"	41	291078	14.1
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2019"	"2019"	"65-69 years"	"65-69"	41	248871	16.5
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2019"	"2019"	"70-74 years"	"70-74"	32	198976	16.1
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2019"	"2019"	"75-79 years"	"75-79"	25	134253	18.6
	"Brain and Other Nervous System"	"31010-31040"	"Kentucky"	"21"	"2019"	"2019"	"80-84 years"	"80-84"	22	86191	25.5
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2017"	"2017"	"50-54 years"	"50-54"	21	297511	7.1
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2017"	"2017"	"55-59 years"	"55-59"	33	315358	10.5
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2017"	"2017"	"60-64 years "	"60-64"	37	290518	12.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2017"	"2017"	"65-69 years"	"65-69"	30	239298	12.5
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2017"	"2017"	"70-74 years"	"70-74"	39	177185	22.0
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2017"	"2017"	"75-79 years"	"75-79"	25	120702	20.7
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2017"	"2017"	"80-84 years"	"80-84"	16	80638	19.8
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2017"	"2017"	"85+ years"	"85+"	19	79975	23.8
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2019"	"2019"	"55-59 years"	"55-59"	28	308725	9.1
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2019"	"2019"	"60-64 years "	"60-64"	35	296654	11.8
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2019"	"2019"	"65-69 years"	"65-69"	27	249240	10.8
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2019"	"2019"	"70-74 years"	"70-74"	34	193914	17.5
	"Brain and Other Nervous System"	"31010-31040"	"Louisiana"	"22"	"2019"	"2019"	"75-79 years"	"75-79"	30	131205	22.9
	"Brain and Other Nervous System"	"31010-31040"	"Maine"	"23"	"2017"	"2017"	"65-69 years"	"65-69"	17	90439	18.8
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2017"	"2017"	"50-54 years"	"50-54"	17	432920	3.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2017"	"2017"	"55-59 years"	"55-59"	36	432134	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2017"	"2017"	"60-64 years "	"60-64"	35	373372	9.4
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2017"	"2017"	"65-69 years"	"65-69"	33	303420	10.9
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2017"	"2017"	"70-74 years"	"70-74"	39	228493	17.1
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2017"	"2017"	"75-79 years"	"75-79"	37	152614	24.2
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2019"	"2019"	"50-54 years"	"50-54"	21	409954	5.1
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2019"	"2019"	"55-59 years"	"55-59"	31	432115	7.2
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2019"	"2019"	"60-64 years "	"60-64"	41	387062	10.6
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2019"	"2019"	"65-69 years"	"65-69"	29	312633	9.3
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2019"	"2019"	"70-74 years"	"70-74"	34	249573	13.6
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2019"	"2019"	"75-79 years"	"75-79"	28	170177	16.5
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2019"	"2019"	"80-84 years"	"80-84"	19	108727	17.5
	"Brain and Other Nervous System"	"31010-31040"	"Maryland"	"24"	"2019"	"2019"	"85+ years"	"85+"	24	119141	20.1
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2017"	"2017"	"50-54 years"	"50-54"	22	489095	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2017"	"2017"	"55-59 years"	"55-59"	43	492645	8.7
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2017"	"2017"	"60-64 years "	"60-64"	53	437351	12.1
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2017"	"2017"	"65-69 years"	"65-69"	53	361790	14.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2017"	"2017"	"70-74 years"	"70-74"	69	273693	25.2
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2017"	"2017"	"75-79 years"	"75-79"	39	180690	21.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2017"	"2017"	"80-84 years"	"80-84"	29	130052	22.3
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2017"	"2017"	"85+ years"	"85+"	28	159438	17.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"45-49 years"	"45-49"	18	428654	4.2
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"50-54 years"	"50-54"	36	464648	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"55-59 years"	"55-59"	42	491122	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"60-64 years "	"60-64"	36	452116	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"65-69 years"	"65-69"	70	373652	18.7
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"70-74 years"	"70-74"	58	299234	19.4
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"75-79 years"	"75-79"	51	202023	25.2
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"80-84 years"	"80-84"	28	134346	20.8
	"Brain and Other Nervous System"	"31010-31040"	"Massachusetts"	"25"	"2019"	"2019"	"85+ years"	"85+"	33	158509	20.8
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"45-49 years"	"45-49"	28	642547	4.4
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"50-54 years"	"50-54"	24	680493	3.5
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"55-59 years"	"55-59"	62	725376	8.5
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"60-64 years "	"60-64"	83	674782	12.3
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"65-69 years"	"65-69"	86	561960	15.3
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"70-74 years"	"70-74"	88	416094	21.1
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"75-79 years"	"75-79"	44	282814	15.6
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"80-84 years"	"80-84"	49	190767	25.7
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2017"	"2017"	"85+ years"	"85+"	50	213013	23.5
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"40-44 years"	"40-44"	18	566322	3.2
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"45-49 years"	"45-49"	17	612530	2.8
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"50-54 years"	"50-54"	53	641926	8.3
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"55-59 years"	"55-59"	66	708252	9.3
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"60-64 years "	"60-64"	69	691090	10.0
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"65-69 years"	"65-69"	90	584655	15.4
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"70-74 years"	"70-74"	90	453199	19.9
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"75-79 years"	"75-79"	74	313100	23.6
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"80-84 years"	"80-84"	38	200680	18.9
	"Brain and Other Nervous System"	"31010-31040"	"Michigan"	"26"	"2019"	"2019"	"85+ years"	"85+"	44	211557	20.8
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2017"	"2017"	"45-49 years"	"45-49"	16	342997	4.7
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2017"	"2017"	"55-59 years"	"55-59"	47	396844	11.8
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2017"	"2017"	"60-64 years "	"60-64"	33	351467	9.4
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2017"	"2017"	"65-69 years"	"65-69"	34	286031	11.9
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2017"	"2017"	"70-74 years"	"70-74"	40	206326	19.4
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2017"	"2017"	"75-79 years"	"75-79"	21	143900	14.6
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2017"	"2017"	"80-84 years"	"80-84"	26	101803	25.5
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2017"	"2017"	"85+ years"	"85+"	31	120594	25.7
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2019"	"2019"	"50-54 years"	"50-54"	21	344339	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2019"	"2019"	"55-59 years"	"55-59"	32	391115	8.2
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2019"	"2019"	"60-64 years "	"60-64"	46	365497	12.6
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2019"	"2019"	"65-69 years"	"65-69"	36	303532	11.9
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2019"	"2019"	"70-74 years"	"70-74"	39	227595	17.1
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2019"	"2019"	"75-79 years"	"75-79"	35	158494	22.1
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2019"	"2019"	"80-84 years"	"80-84"	22	107516	20.5
	"Brain and Other Nervous System"	"31010-31040"	"Minnesota"	"27"	"2019"	"2019"	"85+ years"	"85+"	18	122175	14.7
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2017"	"2017"	"55-59 years"	"55-59"	19	199651	9.5
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2017"	"2017"	"60-64 years "	"60-64"	27	184438	14.6
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2017"	"2017"	"65-69 years"	"65-69"	31	155884	19.9
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2017"	"2017"	"70-74 years"	"70-74"	19	117983	16.1
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2017"	"2017"	"75-79 years"	"75-79"	22	81740	26.9
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2019"	"2019"	"55-59 years"	"55-59"	25	197261	12.7
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2019"	"2019"	"60-64 years "	"60-64"	23	188385	12.2
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2019"	"2019"	"65-69 years"	"65-69"	33	160537	20.6
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2019"	"2019"	"70-74 years"	"70-74"	28	128232	21.8
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2019"	"2019"	"75-79 years"	"75-79"	24	87577	27.4
	"Brain and Other Nervous System"	"31010-31040"	"Mississippi"	"28"	"2019"	"2019"	"80-84 years"	"80-84"	22	57743	38.1
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2017"	"2017"	"50-54 years"	"50-54"	26	397301	6.5
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2017"	"2017"	"55-59 years"	"55-59"	45	431989	10.4
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2017"	"2017"	"60-64 years "	"60-64"	54	391559	13.8
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2017"	"2017"	"65-69 years"	"65-69"	35	327448	10.7
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2017"	"2017"	"70-74 years"	"70-74"	38	250871	15.1
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2017"	"2017"	"75-79 years"	"75-79"	46	175725	26.2
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2017"	"2017"	"80-84 years"	"80-84"	26	121290	21.4
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2017"	"2017"	"85+ years"	"85+"	23	131070	17.5
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2019"	"2019"	"50-54 years"	"50-54"	18	369231	4.9
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2019"	"2019"	"55-59 years"	"55-59"	36	425989	8.5
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2019"	"2019"	"60-64 years "	"60-64"	49	404070	12.1
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2019"	"2019"	"65-69 years"	"65-69"	57	339736	16.8
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2019"	"2019"	"70-74 years"	"70-74"	54	270076	20.0
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2019"	"2019"	"75-79 years"	"75-79"	30	191852	15.6
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2019"	"2019"	"80-84 years"	"80-84"	31	126297	24.5
	"Brain and Other Nervous System"	"31010-31040"	"Missouri"	"29"	"2019"	"2019"	"85+ years"	"85+"	27	133723	20.2
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2017"	"2017"	"55-59 years"	"55-59"	16	126236	12.7
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2017"	"2017"	"60-64 years "	"60-64"	16	115797	13.8
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2017"	"2017"	"65-69 years"	"65-69"	17	96915	17.5
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2019"	"2019"	"65-69 years"	"65-69"	18	101322	17.8
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2019"	"2019"	"70-74 years"	"70-74"	17	76847	22.1
	"Brain and Other Nervous System"	"31010-31040"	"Nebraska"	"31"	"2019"	"2019"	"85+ years"	"85+"	16	42889	37.3
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2017"	"2017"	"55-59 years"	"55-59"	16	190508	8.4
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2017"	"2017"	"60-64 years "	"60-64"	25	176939	14.1
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2017"	"2017"	"65-69 years"	"65-69"	23	158084	14.5
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2017"	"2017"	"70-74 years"	"70-74"	27	126465	21.3
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2017"	"2017"	"75-79 years"	"75-79"	22	81813	26.9
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2019"	"2019"	"60-64 years "	"60-64"	16	185703	8.6
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2019"	"2019"	"70-74 years"	"70-74"	18	139466	12.9
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2019"	"2019"	"75-79 years"	"75-79"	20	93866	21.3
	"Brain and Other Nervous System"	"31010-31040"	"Nevada"	"32"	"2019"	"2019"	"85+ years"	"85+"	17	45059	37.7
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2017"	"2017"	"70-74 years"	"70-74"	17	60381	28.2
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2019"	"2019"	"60-64 years "	"60-64"	18	104078	17.3
	"Brain and Other Nervous System"	"31010-31040"	"New Hampshire"	"33"	"2019"	"2019"	"70-74 years"	"70-74"	18	67540	26.7
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"45-49 years"	"45-49"	22	615267	3.6
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"50-54 years"	"50-54"	42	649086	6.5
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"55-59 years"	"55-59"	40	646855	6.2
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"60-64 years "	"60-64"	57	558060	10.2
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"65-69 years"	"65-69"	61	447489	13.6
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"70-74 years"	"70-74"	53	349125	15.2
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"75-79 years"	"75-79"	57	239816	23.8
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"80-84 years"	"80-84"	47	170143	27.6
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2017"	"2017"	"85+ years"	"85+"	43	202609	21.2
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2019"	"2019"	"50-54 years"	"50-54"	28	616055	4.5
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2019"	"2019"	"55-59 years"	"55-59"	56	642468	8.7
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2019"	"2019"	"60-64 years "	"60-64"	67	581090	11.5
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2019"	"2019"	"65-69 years"	"65-69"	73	461753	15.8
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2019"	"2019"	"70-74 years"	"70-74"	60	372896	16.1
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2019"	"2019"	"75-79 years"	"75-79"	50	262470	19.0
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2019"	"2019"	"80-84 years"	"80-84"	45	176875	25.4
	"Brain and Other Nervous System"	"31010-31040"	"New Jersey"	"34"	"2019"	"2019"	"85+ years"	"85+"	36	202189	17.8
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2017"	"2017"	"55-59 years"	"55-59"	17	140468	12.1
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2017"	"2017"	"65-69 years"	"65-69"	16	119975	13.3
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2017"	"2017"	"80-84 years"	"80-84"	18	41006	43.9
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2019"	"2019"	"60-64 years "	"60-64"	21	135158	15.5
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2019"	"2019"	"65-69 years"	"65-69"	23	123206	18.7
	"Brain and Other Nervous System"	"31010-31040"	"New Mexico"	"35"	"2019"	"2019"	"70-74 years"	"70-74"	17	101432	16.8
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"30-34 years"	"30-34"	16	1383842	1.2
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"40-44 years"	"40-44"	23	1160115	2.0
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"45-49 years"	"45-49"	54	1274108	4.2
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"50-54 years"	"50-54"	74	1351357	5.5
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"55-59 years"	"55-59"	99	1364642	7.3
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"60-64 years "	"60-64"	127	1213959	10.5
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"65-69 years"	"65-69"	120	1010757	11.9
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"70-74 years"	"70-74"	116	764860	15.2
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"75-79 years"	"75-79"	94	535142	17.6
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"80-84 years"	"80-84"	72	382436	18.8
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2017"	"2017"	"85+ years"	"85+"	70	454986	15.4
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"35-39 years"	"35-39"	17	1272689	1.3
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"40-44 years"	"40-44"	21	1158240	1.8
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"45-49 years"	"45-49"	37	1196859	3.1
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"50-54 years"	"50-54"	55	1275165	4.3
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"55-59 years"	"55-59"	108	1349292	8.0
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"60-64 years "	"60-64"	112	1248924	9.0
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"65-69 years"	"65-69"	121	1034161	11.7
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"70-74 years"	"70-74"	132	829489	15.9
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"75-79 years"	"75-79"	97	578496	16.8
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"80-84 years"	"80-84"	78	398643	19.6
	"Brain and Other Nervous System"	"31010-31040"	"New York"	"36"	"2019"	"2019"	"85+ years"	"85+"	59	460326	12.8
	"Brain and Other Nervous System"	"31010-31040"	"North Carolina"	"37"	"2017"	"2017"	"40-44 years"	"40-44"	20	637305	3.1
	"Brain and Other Nervous System"	"31010-31040"	"North Carolina"	"37"	"2017"	"2017"	"45-49 years"	"45-49"	30	696982	4.3
	"Brain and Other Nervous System"	"31010-31040"	"North Carolina"	"37"	"2017"	"2017"	"50-54 years"	"50-54"	28	687085	4.1
	"Brain and Other Nervous System"	"31010-31040"	"North Carolina"	"37"	"2017"	"2017"	"55-59 years"	"55-59"	47	689093	6.8
