"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Breast"	"26000"	"California"	"06"	"2019"	"2019"	"Female"	"F"	4527	19829085	18.7	22.8
	"Breast"	"26000"	"California"	"06"	"2019"	"2019"	"Male"	"M"	42	19608525	0.2	0.2
	"Breast"	"26000"	"Colorado"	"08"	"2017"	"2017"	"Female"	"F"	629	2789649	19.3	22.5
	"Breast"	"26000"	"Colorado"	"08"	"2019"	"2019"	"Female"	"F"	605	2857610	17.6	21.2
	"Breast"	"26000"	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	466	1831503	18.3	25.4
	"Breast"	"26000"	"Connecticut"	"09"	"2019"	"2019"	"Female"	"F"	440	1826990	16.7	24.1
	"Breast"	"26000"	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	150	494606	22.0	30.3
	"Breast"	"26000"	"Delaware"	"10"	"2019"	"2019"	"Female"	"F"	141	504571	20.4	27.9
	"Breast"	"26000"	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	92	366336	24.3	25.1
	"Breast"	"26000"	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	97	372393	24.3	26.0
	"Breast"	"26000"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	2952	10720663	18.6	27.5
	"Breast"	"26000"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	41	10256426	0.3	0.4
	"Breast"	"26000"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	3155	10987074	19.1	28.7
	"Breast"	"26000"	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	38	10504982	0.2	0.4
	"Breast"	"26000"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	1334	5349075	21.9	24.9
	"Breast"	"26000"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	24	5067956	0.5	0.5
	"Breast"	"26000"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	1302	5462335	20.1	23.8
	"Breast"	"26000"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	155	710227	15.6	21.8
	"Breast"	"26000"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	193	706419	19.5	27.3
	"Breast"	"26000"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	222	858030	21.6	25.9
	"Breast"	"26000"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	202	891995	18.5	22.6
	"Breast"	"26000"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	1708	6501339	20.4	26.3
	"Breast"	"26000"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	22	6278554	0.3	0.4
	"Breast"	"26000"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	1758	6443120	20.7	27.3
	"Breast"	"26000"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	902	3378096	20.9	26.7
	"Breast"	"26000"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	847	3411571	19.3	24.8
	"Breast"	"26000"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	390	1579862	18.0	24.7
	"Breast"	"26000"	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	396	1586636	18.1	25.0
	"Breast"	"26000"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	345	1460476	18.6	23.6
	"Breast"	"26000"	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	411	1462080	20.8	28.1
	"Breast"	"26000"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	633	2260311	21.3	28.0
	"Breast"	"26000"	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	657	2269036	22.1	29.0
	"Breast"	"26000"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	692	2390634	23.5	28.9
	"Breast"	"26000"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	667	2385969	21.9	28.0
	"Breast"	"26000"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	186	681559	18.6	27.3
	"Breast"	"26000"	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	192	686674	17.7	28.0
	"Breast"	"26000"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	857	3106751	21.6	27.6
	"Breast"	"26000"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	789	3122480	19.3	25.3
	"Breast"	"26000"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	893	3532606	18.5	25.3
	"Breast"	"26000"	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	758	3548380	15.3	21.4
	"Breast"	"26000"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	1311	5064544	19.2	25.9
	"Breast"	"26000"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	23	4912208	0.4	0.5
	"Breast"	"26000"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	1389	5066743	19.9	27.4
	"Breast"	"26000"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	23	4918052	0.3	0.5
	"Breast"	"26000"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	612	2796520	16.7	21.9
	"Breast"	"26000"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	650	2830663	17.3	23.0
	"Breast"	"26000"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	489	1539672	25.5	31.8
	"Breast"	"26000"	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	433	1534587	21.9	28.2
	"Breast"	"26000"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	867	3111381	21.1	27.9
	"Breast"	"26000"	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	810	3127846	19.1	25.9
	"Breast"	"26000"	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	130	523400	17.7	24.8
	"Breast"	"26000"	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	156	531486	20.7	29.4
	"Breast"	"26000"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	243	960422	19.7	25.3
	"Breast"	"26000"	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	276	967601	22.3	28.5
	"Breast"	"26000"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	368	1480860	21.3	24.9
	"Breast"	"26000"	"Nevada"	"32"	"2019"	"2019"	"Female"	"F"	440	1541266	23.7	28.5
	"Breast"	"26000"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	160	681670	16.1	23.5
	"Breast"	"26000"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	201	686814	19.7	29.3
	"Breast"	"26000"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	1239	4547537	20.0	27.2
	"Breast"	"26000"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	1253	4545698	20.0	27.6
	"Breast"	"26000"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	281	1056754	20.2	26.6
	"Breast"	"26000"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	288	1060654	20.9	27.2
	"Breast"	"26000"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	2457	10080806	18.1	24.4
	"Breast"	"26000"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	22	9513043	0.2	0.2
	"Breast"	"26000"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	2491	10012065	18.2	24.9
	"Breast"	"26000"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	24	9451066	0.2	0.3
	"Breast"	"26000"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	1451	5274812	21.5	27.5
	"Breast"	"26000"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	1355	5393755	19.2	25.1
	"Breast"	"26000"	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	20	5107629	0.4	0.4
	"Breast"	"26000"	"North Dakota"	"38"	"2017"	"2017"	"Female"	"F"	95	369032	19.5	25.7
	"Breast"	"26000"	"North Dakota"	"38"	"2019"	"2019"	"Female"	"F"	67	372678	14.7	18.0
	"Breast"	"26000"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	1758	5949075	21.9	29.6
	"Breast"	"26000"	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	22	5716631	0.3	0.4
	"Breast"	"26000"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	1744	5962634	21.1	29.2
	"Breast"	"26000"	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	17	5733873	0.3	0.3
	"Breast"	"26000"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	556	1984912	22.2	28.0
	"Breast"	"26000"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	539	1999160	21.4	27.0
	"Breast"	"26000"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	506	2091485	18.3	24.2
	"Breast"	"26000"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	573	2126006	19.6	27.0
	"Breast"	"26000"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	1984	6528507	20.7	30.4
	"Breast"	"26000"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	28	6266172	0.4	0.4
	"Breast"	"26000"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	1879	6526489	19.5	28.8
	"Breast"	"26000"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	23	6272394	0.3	0.4
	"Breast"	"26000"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	125	542884	16.4	23.0
	"Breast"	"26000"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	142	543197	18.2	26.1
	"Breast"	"26000"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	695	2588374	20.6	26.9
	"Breast"	"26000"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	751	2659704	20.7	28.2
	"Breast"	"26000"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	102	432891	17.5	23.6
	"Breast"	"26000"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	107	439553	18.0	24.3
	"Breast"	"26000"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	934	3438006	21.0	27.2
	"Breast"	"26000"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	968	3498429	20.6	27.7
	"Breast"	"26000"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	2984	14238026	19.8	21.0
	"Breast"	"26000"	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	33	14052998	0.3	0.2
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	3145	14591903	20.0	21.6
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	30	14394891	0.2	0.2
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	280	1540562	20.3	18.2
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	285	1589845	19.1	17.9
	"Breast"	"26000"	"Vermont"	"50"	"2017"	"2017"	"Female"	"F"	80	316438	17.3	25.3
	"Breast"	"26000"	"Vermont"	"50"	"2019"	"2019"	"Female"	"F"	79	315738	15.9	25.0
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	1175	4302531	21.8	27.3
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	1111	4345858	19.9	25.6
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"Female"	"F"	888	3712553	19.3	23.9
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	916	3802546	19.3	24.1
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	16	3811478	0.4	0.4
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"Female"	"F"	300	918498	22.1	32.7
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	284	906103	20.8	31.3
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"Female"	"F"	679	2911984	17.3	23.3
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	695	2925732	17.6	23.8
	"Breast"	"26000"	"Wyoming"	"56"	"2017"	"2017"	"Female"	"F"	58	284115	16.6	20.4
	"Breast"	"26000"	"Wyoming"	"56"	"2019"	"2019"	"Female"	"F"	62	284406	17.4	21.8
	"Cervix Uteri"	"27010"	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	89	2517486	3.1	3.5
	"Cervix Uteri"	"27010"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	84	2536133	2.6	3.3
	"Cervix Uteri"	"27010"	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	78	3545316	2.1	2.2
	"Cervix Uteri"	"27010"	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	84	3669041	2.0	2.3
	"Cervix Uteri"	"27010"	"Arkansas"	"05"	"2017"	"2017"	"Female"	"F"	55	1527948	3.3	3.6
	"Cervix Uteri"	"27010"	"Arkansas"	"05"	"2019"	"2019"	"Female"	"F"	55	1538076	3.1	3.6
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"Female"	"F"	490	19783962	2.3	2.5
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"Female"	"F"	495	19829085	2.2	2.5
	"Cervix Uteri"	"27010"	"Colorado"	"08"	"2017"	"2017"	"Female"	"F"	55	2789649	1.9	2.0
	"Cervix Uteri"	"27010"	"Colorado"	"08"	"2019"	"2019"	"Female"	"F"	53	2857610	1.6	1.9
	"Cervix Uteri"	"27010"	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	25	1831503	1.1	1.4
	"Cervix Uteri"	"27010"	"Connecticut"	"09"	"2019"	"2019"	"Female"	"F"	26	1826990	1.0	1.4
	"Cervix Uteri"	"27010"	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	20	494606	3.1	4.0
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	355	10720663	2.8	3.3
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	362	10987074	2.6	3.3
	"Cervix Uteri"	"27010"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	123	5349075	2.1	2.3
	"Cervix Uteri"	"27010"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	140	5462335	2.4	2.6
	"Cervix Uteri"	"27010"	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	18	891995	1.8	2.0
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	157	6501339	2.1	2.4
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	151	6443120	2.0	2.3
	"Cervix Uteri"	"27010"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	105	3378096	2.9	3.1
	"Cervix Uteri"	"27010"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	106	3411571	2.8	3.1
	"Cervix Uteri"	"27010"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	25	1579862	1.5	1.6
	"Cervix Uteri"	"27010"	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	23	1586636	1.2	1.4
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	32	1460476	2.1	2.2
	"Cervix Uteri"	"27010"	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	37	1462080	2.4	2.5
	"Cervix Uteri"	"27010"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	65	2260311	2.6	2.9
	"Cervix Uteri"	"27010"	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	72	2269036	2.9	3.2
	"Cervix Uteri"	"27010"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	96	2390634	3.6	4.0
	"Cervix Uteri"	"27010"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	80	2385969	3.3	3.4
	"Cervix Uteri"	"27010"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	67	3106751	1.7	2.2
	"Cervix Uteri"	"27010"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	82	3122480	2.2	2.6
	"Cervix Uteri"	"27010"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	46	3532606	1.1	1.3
	"Cervix Uteri"	"27010"	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	61	3548380	1.5	1.7
	"Cervix Uteri"	"27010"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	121	5064544	2.1	2.4
	"Cervix Uteri"	"27010"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	103	5066743	1.7	2.0
	"Cervix Uteri"	"27010"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	48	2796520	1.4	1.7
	"Cervix Uteri"	"27010"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	33	2830663	0.9	1.2
	"Cervix Uteri"	"27010"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	61	1539672	3.6	4.0
	"Cervix Uteri"	"27010"	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	62	1534587	3.7	4.0
	"Cervix Uteri"	"27010"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	87	3111381	2.4	2.8
	"Cervix Uteri"	"27010"	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	91	3127846	2.4	2.9
	"Cervix Uteri"	"27010"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	27	960422	2.2	2.8
	"Cervix Uteri"	"27010"	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	17	967601	1.7	1.8
	"Cervix Uteri"	"27010"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	38	1480860	2.3	2.6
	"Cervix Uteri"	"27010"	"Nevada"	"32"	"2019"	"2019"	"Female"	"F"	51	1541266	2.7	3.3
	"Cervix Uteri"	"27010"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	16	686814	1.8	2.3
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	114	4547537	2.0	2.5
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	110	4545698	2.0	2.4
	"Cervix Uteri"	"27010"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	27	1056754	2.4	2.6
	"Cervix Uteri"	"27010"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	30	1060654	2.7	2.8
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	259	10080806	2.1	2.6
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	216	10012065	1.8	2.2
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	115	5274812	1.8	2.2
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	115	5393755	1.8	2.1
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	174	5949075	2.5	2.9
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	169	5962634	2.3	2.8
	"Cervix Uteri"	"27010"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	86	1984912	4.1	4.3
	"Cervix Uteri"	"27010"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	85	1999160	3.9	4.3
	"Cervix Uteri"	"27010"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	47	2091485	1.9	2.2
	"Cervix Uteri"	"27010"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	39	2126006	1.6	1.8
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	150	6528507	1.8	2.3
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	146	6526489	1.8	2.2
	"Cervix Uteri"	"27010"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	66	2588374	2.3	2.5
	"Cervix Uteri"	"27010"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	71	2659704	2.2	2.7
	"Cervix Uteri"	"27010"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	103	3438006	2.5	3.0
	"Cervix Uteri"	"27010"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	110	3498429	2.8	3.1
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	429	14238026	3.0	3.0
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	395	14591903	2.7	2.7
	"Cervix Uteri"	"27010"	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	30	1540562	2.0	1.9
	"Cervix Uteri"	"27010"	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	18	1589845	1.3	1.1
	"Cervix Uteri"	"27010"	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	83	4302531	1.7	1.9
	"Cervix Uteri"	"27010"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	86	4345858	1.6	2.0
	"Cervix Uteri"	"27010"	"Washington"	"53"	"2017"	"2017"	"Female"	"F"	72	3712553	1.7	1.9
	"Cervix Uteri"	"27010"	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	66	3802546	1.6	1.7
	"Cervix Uteri"	"27010"	"West Virginia"	"54"	"2017"	"2017"	"Female"	"F"	29	918498	2.5	3.2
	"Cervix Uteri"	"27010"	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	39	906103	3.8	4.3
	"Cervix Uteri"	"27010"	"Wisconsin"	"55"	"2017"	"2017"	"Female"	"F"	47	2911984	1.3	1.6
	"Cervix Uteri"	"27010"	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	58	2925732	1.6	2.0
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	435	2517486	13.1	17.3
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	519	2360503	19.3	22.0
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	405	2536133	11.5	16.0
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	470	2371832	16.8	19.8
	"Colon and Rectum"	"21041-21052"	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	49	353997	14.5	13.8
	"Colon and Rectum"	"21041-21052"	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	56	386986	17.3	14.5
	"Colon and Rectum"	"21041-21052"	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	51	350790	14.8	14.5
	"Colon and Rectum"	"21041-21052"	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	46	382813	12.6	12.0
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	471	3545316	9.9	13.3
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	639	3502772	15.6	18.2
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	477	3669041	9.5	13.0
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	617	3622802	14.1	17.0
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2017"	"2017"	"Female"	"F"	275	1527948	13.6	18.0
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	296	1475907	17.8	20.1
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2019"	"2019"	"Female"	"F"	285	1538076	13.1	18.5
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	315	1482909	18.4	21.2
	"Colon and Rectum"	"21041-21052"	"California"	"06"	"2017"	"2017"	"Female"	"F"	2558	19783962	10.6	12.9
	"Colon and Rectum"	"21041-21052"	"California"	"06"	"2017"	"2017"	"Male"	"M"	2730	19553823	14.1	14.0
	"Colon and Rectum"	"21041-21052"	"California"	"06"	"2019"	"2019"	"Female"	"F"	2582	19829085	10.4	13.0
	"Colon and Rectum"	"21041-21052"	"California"	"06"	"2019"	"2019"	"Male"	"M"	2797	19608525	13.8	14.3
	"Colon and Rectum"	"21041-21052"	"Colorado"	"08"	"2017"	"2017"	"Female"	"F"	352	2789649	10.8	12.6
	"Colon and Rectum"	"21041-21052"	"Colorado"	"08"	"2017"	"2017"	"Male"	"M"	353	2827772	13.0	12.5
	"Colon and Rectum"	"21041-21052"	"Colorado"	"08"	"2019"	"2019"	"Female"	"F"	324	2857610	9.6	11.3
	"Colon and Rectum"	"21041-21052"	"Colorado"	"08"	"2019"	"2019"	"Male"	"M"	354	2900876	12.2	12.2
	"Colon and Rectum"	"21041-21052"	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	227	1831503	8.4	12.4
	"Colon and Rectum"	"21041-21052"	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	246	1743821	12.2	14.1
	"Colon and Rectum"	"21041-21052"	"Connecticut"	"09"	"2019"	"2019"	"Female"	"F"	241	1826990	8.1	13.2
	"Colon and Rectum"	"21041-21052"	"Connecticut"	"09"	"2019"	"2019"	"Male"	"M"	264	1739032	12.7	15.2
	"Colon and Rectum"	"21041-21052"	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	83	494606	12.2	16.8
	"Colon and Rectum"	"21041-21052"	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	89	463336	16.0	19.2
	"Colon and Rectum"	"21041-21052"	"Delaware"	"10"	"2019"	"2019"	"Female"	"F"	73	504571	10.2	14.5
	"Colon and Rectum"	"21041-21052"	"Delaware"	"10"	"2019"	"2019"	"Male"	"M"	90	472097	14.8	19.1
	"Colon and Rectum"	"21041-21052"	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	49	366336	12.6	13.4
	"Colon and Rectum"	"21041-21052"	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	44	330743	14.2	13.3
	"Colon and Rectum"	"21041-21052"	"District of Columbia"	"11"	"2019"	"2019"	"Female"	"F"	44	372393	11.0	11.8
	"Colon and Rectum"	"21041-21052"	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	53	335860	18.8	15.8
	"Colon and Rectum"	"21041-21052"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	1818	10720663	10.8	17.0
	"Colon and Rectum"	"21041-21052"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	2148	10256426	15.4	20.9
	"Colon and Rectum"	"21041-21052"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	1736	10987074	9.8	15.8
	"Colon and Rectum"	"21041-21052"	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	2090	10504982	14.4	19.9
	"Colon and Rectum"	"21041-21052"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	752	5349075	12.3	14.1
	"Colon and Rectum"	"21041-21052"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	858	5067956	17.4	16.9
	"Colon and Rectum"	"21041-21052"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	718	5462335	11.2	13.1
	"Colon and Rectum"	"21041-21052"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	856	5165685	16.2	16.6
