"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Age-Adjusted Rate Lower 95% Confidence Interval	Age-Adjusted Rate Upper 95% Confidence Interval	Age-Adjusted Rate Standard Error
	"Tongue"	"20020"	"Colorado"	"08"	"2019"	"2019"	31	5758486	0.5	0.3	0.7	0.1
	"Tongue"	"20020"	"Connecticut"	"09"	"2017"	"2017"	21	3575324	0.4	0.3	0.7	0.1
	"Tongue"	"20020"	"Connecticut"	"09"	"2019"	"2019"	18	3566022	0.3	0.2	0.6	0.1
	"Tongue"	"20020"	"Florida"	"12"	"2017"	"2017"	243	20977089	0.8	0.7	0.9	0.1
	"Tongue"	"20020"	"Florida"	"12"	"2019"	"2019"	242	21492056	0.7	0.6	0.8	0.0
	"Tongue"	"20020"	"Georgia"	"13"	"2017"	"2017"	82	10417031	0.7	0.6	0.9	0.1
	"Tongue"	"20020"	"Georgia"	"13"	"2019"	"2019"	70	10628020	0.6	0.4	0.7	0.1
	"Tongue"	"20020"	"Hawaii"	"15"	"2017"	"2017"	20	1425763	1.1	0.6	1.7	0.3
	"Tongue"	"20020"	"Illinois"	"17"	"2017"	"2017"	108	12779893	0.7	0.6	0.9	0.1
	"Tongue"	"20020"	"Illinois"	"17"	"2019"	"2019"	94	12667017	0.6	0.5	0.7	0.1
	"Tongue"	"20020"	"Indiana"	"18"	"2017"	"2017"	66	6662068	0.8	0.6	1.0	0.1
	"Tongue"	"20020"	"Indiana"	"18"	"2019"	"2019"	50	6731010	0.6	0.4	0.8	0.1
	"Tongue"	"20020"	"Iowa"	"19"	"2017"	"2017"	35	3143734	0.9	0.6	1.3	0.2
	"Tongue"	"20020"	"Iowa"	"19"	"2019"	"2019"	34	3159596	0.8	0.6	1.2	0.1
	"Tongue"	"20020"	"Kansas"	"20"	"2017"	"2017"	31	2910892	0.9	0.6	1.2	0.2
	"Tongue"	"20020"	"Kansas"	"20"	"2019"	"2019"	28	2912635	0.8	0.5	1.2	0.2
	"Tongue"	"20020"	"Kentucky"	"21"	"2017"	"2017"	47	4455590	0.8	0.6	1.1	0.1
	"Tongue"	"20020"	"Kentucky"	"21"	"2019"	"2019"	28	4472345	0.5	0.3	0.7	0.1
	"Tongue"	"20020"	"Louisiana"	"22"	"2017"	"2017"	33	4673673	0.6	0.4	0.9	0.1
	"Tongue"	"20020"	"Louisiana"	"22"	"2019"	"2019"	39	4658285	0.7	0.5	0.9	0.1
	"Tongue"	"20020"	"Maine"	"23"	"2017"	"2017"	16	1335743	0.7	0.4	1.2	0.2
	"Tongue"	"20020"	"Maryland"	"24"	"2017"	"2017"	42	6028186	0.6	0.4	0.8	0.1
	"Tongue"	"20020"	"Maryland"	"24"	"2019"	"2019"	50	6054954	0.7	0.5	0.9	0.1
	"Tongue"	"20020"	"Massachusetts"	"25"	"2017"	"2017"	50	6863560	0.6	0.4	0.8	0.1
	"Tongue"	"20020"	"Massachusetts"	"25"	"2019"	"2019"	55	6894883	0.6	0.4	0.8	0.1
	"Tongue"	"20020"	"Michigan"	"26"	"2017"	"2017"	87	9976752	0.7	0.5	0.8	0.1
	"Tongue"	"20020"	"Michigan"	"26"	"2019"	"2019"	91	9984795	0.7	0.5	0.8	0.1
	"Tongue"	"20020"	"Minnesota"	"27"	"2017"	"2017"	43	5569283	0.6	0.4	0.8	0.1
	"Tongue"	"20020"	"Minnesota"	"27"	"2019"	"2019"	35	5640053	0.5	0.3	0.7	0.1
	"Tongue"	"20020"	"Missouri"	"29"	"2017"	"2017"	41	6111382	0.5	0.4	0.7	0.1
	"Tongue"	"20020"	"Missouri"	"29"	"2019"	"2019"	63	6140475	0.8	0.6	1.0	0.1
	"Tongue"	"20020"	"Nevada"	"32"	"2017"	"2017"	27	2972097	0.8	0.5	1.2	0.2
	"Tongue"	"20020"	"Nevada"	"32"	"2019"	"2019"	30	3090771	0.8	0.5	1.1	0.1
	"Tongue"	"20020"	"New Hampshire"	"33"	"2017"	"2017"	16	1350395	0.9	0.5	1.5	0.2
	"Tongue"	"20020"	"New Hampshire"	"33"	"2019"	"2019"	22	1360783	1.1	0.7	1.8	0.2
	"Tongue"	"20020"	"New Jersey"	"34"	"2017"	"2017"	59	8888147	0.5	0.4	0.7	0.1
	"Tongue"	"20020"	"New Jersey"	"34"	"2019"	"2019"	68	8891258	0.6	0.5	0.8	0.1
	"Tongue"	"20020"	"New Mexico"	"35"	"2017"	"2017"	18	2092844	0.7	0.4	1.1	0.2
	"Tongue"	"20020"	"New Mexico"	"35"	"2019"	"2019"	17	2099634	0.6	0.3	1.0	0.1
	"Tongue"	"20020"	"New York"	"36"	"2017"	"2017"	135	19593849	0.5	0.4	0.6	0.0
	"Tongue"	"20020"	"New York"	"36"	"2019"	"2019"	141	19463131	0.5	0.5	0.6	0.0
	"Tongue"	"20020"	"North Carolina"	"37"	"2017"	"2017"	97	10275758	0.8	0.6	1.0	0.1
	"Tongue"	"20020"	"North Carolina"	"37"	"2019"	"2019"	96	10501384	0.7	0.6	0.9	0.1
	"Tongue"	"20020"	"Ohio"	"39"	"2017"	"2017"	128	11665706	0.8	0.7	1.0	0.1
	"Tongue"	"20020"	"Ohio"	"39"	"2019"	"2019"	126	11696507	0.8	0.7	1.0	0.1
	"Tongue"	"20020"	"Oklahoma"	"40"	"2017"	"2017"	35	3933602	0.7	0.5	1.1	0.1
	"Tongue"	"20020"	"Oklahoma"	"40"	"2019"	"2019"	38	3960676	0.8	0.6	1.1	0.1
	"Tongue"	"20020"	"Oregon"	"41"	"2017"	"2017"	50	4147294	0.9	0.6	1.2	0.1
	"Tongue"	"20020"	"Oregon"	"41"	"2019"	"2019"	67	4216116	1.2	0.9	1.6	0.2
	"Tongue"	"20020"	"Pennsylvania"	"42"	"2017"	"2017"	114	12794679	0.6	0.5	0.8	0.1
	"Tongue"	"20020"	"Pennsylvania"	"42"	"2019"	"2019"	105	12798883	0.6	0.5	0.7	0.1
	"Tongue"	"20020"	"South Carolina"	"45"	"2017"	"2017"	38	5027102	0.6	0.4	0.9	0.1
	"Tongue"	"20020"	"South Carolina"	"45"	"2019"	"2019"	51	5157702	0.7	0.5	1.0	0.1
	"Tongue"	"20020"	"Tennessee"	"47"	"2017"	"2017"	61	6714748	0.7	0.6	0.9	0.1
	"Tongue"	"20020"	"Tennessee"	"47"	"2019"	"2019"	49	6830325	0.5	0.4	0.7	0.1
	"Tongue"	"20020"	"Texas"	"48"	"2017"	"2017"	188	28291024	0.7	0.6	0.8	0.0
	"Tongue"	"20020"	"Texas"	"48"	"2019"	"2019"	213	28986794	0.7	0.6	0.8	0.0
	"Tongue"	"20020"	"Virginia"	"51"	"2017"	"2017"	69	8471011	0.7	0.5	0.9	0.1
	"Tongue"	"20020"	"Virginia"	"51"	"2019"	"2019"	58	8556642	0.5	0.4	0.7	0.1
	"Tongue"	"20020"	"Washington"	"53"	"2017"	"2017"	74	7427951	0.8	0.6	1.0	0.1
	"Tongue"	"20020"	"Washington"	"53"	"2019"	"2019"	75	7614024	0.8	0.7	1.1	0.1
	"Tongue"	"20020"	"West Virginia"	"54"	"2017"	"2017"	19	1818683	0.7	0.4	1.2	0.2
	"Tongue"	"20020"	"West Virginia"	"54"	"2019"	"2019"	17	1795263	0.6	0.4	1.0	0.2
	"Tongue"	"20020"	"Wisconsin"	"55"	"2017"	"2017"	42	5793147	0.6	0.4	0.8	0.1
	"Tongue"	"20020"	"Wisconsin"	"55"	"2019"	"2019"	55	5824581	0.7	0.5	0.9	0.1
	"Salivary Gland"	"20030"	"Alabama"	"01"	"2017"	"2017"	24	4877989	0.4	0.2	0.6	0.1
	"Salivary Gland"	"20030"	"Alabama"	"01"	"2019"	"2019"	18	4907965	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Arizona"	"04"	"2017"	"2017"	24	7048088	0.3	0.2	0.4	0.1
	"Salivary Gland"	"20030"	"Arizona"	"04"	"2019"	"2019"	18	7291843	0.2	0.1	0.3	0.0
	"Salivary Gland"	"20030"	"California"	"06"	"2017"	"2017"	100	39337785	0.2	0.2	0.3	0.0
	"Salivary Gland"	"20030"	"California"	"06"	"2019"	"2019"	140	39437610	0.3	0.3	0.4	0.0
	"Salivary Gland"	"20030"	"Colorado"	"08"	"2017"	"2017"	20	5617421	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Colorado"	"08"	"2019"	"2019"	16	5758486	0.3	0.1	0.4	0.1
	"Salivary Gland"	"20030"	"Florida"	"12"	"2017"	"2017"	73	20977089	0.2	0.2	0.3	0.0
	"Salivary Gland"	"20030"	"Florida"	"12"	"2019"	"2019"	92	21492056	0.3	0.2	0.3	0.0
	"Salivary Gland"	"20030"	"Georgia"	"13"	"2017"	"2017"	18	10417031	0.2	0.1	0.3	0.0
	"Salivary Gland"	"20030"	"Georgia"	"13"	"2019"	"2019"	37	10628020	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Illinois"	"17"	"2017"	"2017"	38	12779893	0.3	0.2	0.4	0.0
	"Salivary Gland"	"20030"	"Illinois"	"17"	"2019"	"2019"	36	12667017	0.2	0.2	0.3	0.0
	"Salivary Gland"	"20030"	"Indiana"	"18"	"2017"	"2017"	25	6662068	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Indiana"	"18"	"2019"	"2019"	25	6731010	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Kentucky"	"21"	"2019"	"2019"	21	4472345	0.4	0.2	0.6	0.1
	"Salivary Gland"	"20030"	"Maryland"	"24"	"2017"	"2017"	22	6028186	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Maryland"	"24"	"2019"	"2019"	22	6054954	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Massachusetts"	"25"	"2017"	"2017"	21	6863560	0.2	0.1	0.4	0.1
	"Salivary Gland"	"20030"	"Massachusetts"	"25"	"2019"	"2019"	25	6894883	0.3	0.2	0.4	0.1
	"Salivary Gland"	"20030"	"Michigan"	"26"	"2017"	"2017"	39	9976752	0.3	0.2	0.4	0.1
	"Salivary Gland"	"20030"	"Michigan"	"26"	"2019"	"2019"	39	9984795	0.3	0.2	0.4	0.0
	"Salivary Gland"	"20030"	"Minnesota"	"27"	"2017"	"2017"	20	5569283	0.3	0.2	0.4	0.1
	"Salivary Gland"	"20030"	"Missouri"	"29"	"2017"	"2017"	23	6111382	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Missouri"	"29"	"2019"	"2019"	17	6140475	0.2	0.1	0.3	0.1
	"Salivary Gland"	"20030"	"New Jersey"	"34"	"2017"	"2017"	22	8888147	0.2	0.1	0.3	0.0
	"Salivary Gland"	"20030"	"New Jersey"	"34"	"2019"	"2019"	34	8891258	0.3	0.2	0.4	0.1
	"Salivary Gland"	"20030"	"New York"	"36"	"2017"	"2017"	56	19593849	0.2	0.2	0.3	0.0
	"Salivary Gland"	"20030"	"New York"	"36"	"2019"	"2019"	42	19463131	0.2	0.1	0.2	0.0
	"Salivary Gland"	"20030"	"North Carolina"	"37"	"2017"	"2017"	22	10275758	0.2	0.1	0.3	0.0
	"Salivary Gland"	"20030"	"North Carolina"	"37"	"2019"	"2019"	35	10501384	0.3	0.2	0.4	0.0
	"Salivary Gland"	"20030"	"Ohio"	"39"	"2017"	"2017"	41	11665706	0.3	0.2	0.4	0.0
	"Salivary Gland"	"20030"	"Ohio"	"39"	"2019"	"2019"	46	11696507	0.3	0.2	0.4	0.0
	"Salivary Gland"	"20030"	"Oklahoma"	"40"	"2019"	"2019"	17	3960676	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Oregon"	"41"	"2019"	"2019"	19	4216116	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Pennsylvania"	"42"	"2017"	"2017"	40	12794679	0.2	0.2	0.3	0.0
	"Salivary Gland"	"20030"	"Pennsylvania"	"42"	"2019"	"2019"	45	12798883	0.3	0.2	0.4	0.0
	"Salivary Gland"	"20030"	"South Carolina"	"45"	"2019"	"2019"	23	5157702	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Tennessee"	"47"	"2017"	"2017"	19	6714748	0.2	0.1	0.4	0.1
	"Salivary Gland"	"20030"	"Tennessee"	"47"	"2019"	"2019"	29	6830325	0.3	0.2	0.5	0.1
	"Salivary Gland"	"20030"	"Texas"	"48"	"2017"	"2017"	59	28291024	0.2	0.2	0.3	0.0
	"Salivary Gland"	"20030"	"Texas"	"48"	"2019"	"2019"	65	28986794	0.2	0.2	0.3	0.0
	"Salivary Gland"	"20030"	"Virginia"	"51"	"2017"	"2017"	26	8471011	0.3	0.2	0.4	0.1
	"Salivary Gland"	"20030"	"Virginia"	"51"	"2019"	"2019"	23	8556642	0.2	0.1	0.3	0.0
	"Salivary Gland"	"20030"	"Washington"	"53"	"2017"	"2017"	19	7427951	0.2	0.1	0.3	0.0
	"Salivary Gland"	"20030"	"Washington"	"53"	"2019"	"2019"	38	7614024	0.4	0.3	0.6	0.1
	"Salivary Gland"	"20030"	"Wisconsin"	"55"	"2017"	"2017"	17	5793147	0.2	0.1	0.4	0.1
	"Salivary Gland"	"20030"	"Wisconsin"	"55"	"2019"	"2019"	22	5824581	0.3	0.2	0.4	0.1
	"Gum and Other Mouth"	"20050"	"Alabama"	"01"	"2017"	"2017"	25	4877989	0.4	0.3	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Alabama"	"01"	"2019"	"2019"	33	4907965	0.5	0.3	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Arizona"	"04"	"2017"	"2017"	23	7048088	0.2	0.2	0.4	0.1
	"Gum and Other Mouth"	"20050"	"Arizona"	"04"	"2019"	"2019"	16	7291843	0.2	0.1	0.3	0.0
	"Gum and Other Mouth"	"20050"	"Arkansas"	"05"	"2017"	"2017"	18	3003855	0.5	0.3	0.8	0.1
	"Gum and Other Mouth"	"20050"	"California"	"06"	"2017"	"2017"	121	39337785	0.3	0.2	0.3	0.0
	"Gum and Other Mouth"	"20050"	"California"	"06"	"2019"	"2019"	136	39437610	0.3	0.2	0.4	0.0
	"Gum and Other Mouth"	"20050"	"Colorado"	"08"	"2017"	"2017"	28	5617421	0.4	0.3	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Colorado"	"08"	"2019"	"2019"	17	5758486	0.3	0.2	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Connecticut"	"09"	"2017"	"2017"	22	3575324	0.5	0.3	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Florida"	"12"	"2017"	"2017"	104	20977089	0.3	0.3	0.4	0.0
	"Gum and Other Mouth"	"20050"	"Florida"	"12"	"2019"	"2019"	109	21492056	0.3	0.3	0.4	0.0
	"Gum and Other Mouth"	"20050"	"Georgia"	"13"	"2017"	"2017"	36	10417031	0.3	0.2	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Georgia"	"13"	"2019"	"2019"	41	10628020	0.4	0.3	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Illinois"	"17"	"2017"	"2017"	64	12779893	0.4	0.3	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Illinois"	"17"	"2019"	"2019"	62	12667017	0.4	0.3	0.5	0.0
	"Gum and Other Mouth"	"20050"	"Indiana"	"18"	"2017"	"2017"	24	6662068	0.3	0.2	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Indiana"	"18"	"2019"	"2019"	33	6731010	0.4	0.3	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Iowa"	"19"	"2017"	"2017"	20	3143734	0.5	0.3	0.8	0.1
	"Gum and Other Mouth"	"20050"	"Iowa"	"19"	"2019"	"2019"	21	3159596	0.5	0.3	0.9	0.1
	"Gum and Other Mouth"	"20050"	"Kentucky"	"21"	"2017"	"2017"	22	4455590	0.4	0.3	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Kentucky"	"21"	"2019"	"2019"	28	4472345	0.5	0.3	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Louisiana"	"22"	"2017"	"2017"	23	4673673	0.4	0.3	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Louisiana"	"22"	"2019"	"2019"	22	4658285	0.4	0.3	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Maryland"	"24"	"2017"	"2017"	19	6028186	0.3	0.2	0.4	0.1
	"Gum and Other Mouth"	"20050"	"Maryland"	"24"	"2019"	"2019"	25	6054954	0.3	0.2	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Massachusetts"	"25"	"2017"	"2017"	26	6863560	0.3	0.2	0.4	0.1
	"Gum and Other Mouth"	"20050"	"Massachusetts"	"25"	"2019"	"2019"	32	6894883	0.3	0.2	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Michigan"	"26"	"2017"	"2017"	64	9976752	0.5	0.4	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Michigan"	"26"	"2019"	"2019"	57	9984795	0.4	0.3	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Minnesota"	"27"	"2017"	"2017"	27	5569283	0.4	0.3	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Minnesota"	"27"	"2019"	"2019"	45	5640053	0.6	0.4	0.8	0.1
	"Gum and Other Mouth"	"20050"	"Mississippi"	"28"	"2017"	"2017"	19	2990674	0.5	0.3	0.8	0.1
	"Gum and Other Mouth"	"20050"	"Missouri"	"29"	"2017"	"2017"	39	6111382	0.5	0.3	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Missouri"	"29"	"2019"	"2019"	31	6140475	0.4	0.3	0.5	0.1
	"Gum and Other Mouth"	"20050"	"New Jersey"	"34"	"2017"	"2017"	32	8888147	0.3	0.2	0.4	0.1
	"Gum and Other Mouth"	"20050"	"New Jersey"	"34"	"2019"	"2019"	34	8891258	0.3	0.2	0.4	0.0
	"Gum and Other Mouth"	"20050"	"New York"	"36"	"2017"	"2017"	81	19593849	0.3	0.3	0.4	0.0
	"Gum and Other Mouth"	"20050"	"New York"	"36"	"2019"	"2019"	87	19463131	0.3	0.3	0.4	0.0
	"Gum and Other Mouth"	"20050"	"North Carolina"	"37"	"2017"	"2017"	36	10275758	0.3	0.2	0.4	0.0
	"Gum and Other Mouth"	"20050"	"North Carolina"	"37"	"2019"	"2019"	51	10501384	0.4	0.3	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Ohio"	"39"	"2017"	"2017"	75	11665706	0.5	0.4	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Ohio"	"39"	"2019"	"2019"	67	11696507	0.4	0.3	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Oklahoma"	"40"	"2017"	"2017"	27	3933602	0.6	0.4	0.8	0.1
	"Gum and Other Mouth"	"20050"	"Oregon"	"41"	"2017"	"2017"	18	4147294	0.3	0.2	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Oregon"	"41"	"2019"	"2019"	17	4216116	0.3	0.2	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Pennsylvania"	"42"	"2017"	"2017"	90	12794679	0.5	0.4	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Pennsylvania"	"42"	"2019"	"2019"	93	12798883	0.5	0.4	0.6	0.1
	"Gum and Other Mouth"	"20050"	"South Carolina"	"45"	"2017"	"2017"	24	5027102	0.4	0.3	0.6	0.1
	"Gum and Other Mouth"	"20050"	"South Carolina"	"45"	"2019"	"2019"	25	5157702	0.4	0.2	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Tennessee"	"47"	"2017"	"2017"	37	6714748	0.4	0.3	0.6	0.1
	"Gum and Other Mouth"	"20050"	"Tennessee"	"47"	"2019"	"2019"	45	6830325	0.5	0.4	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Texas"	"48"	"2017"	"2017"	108	28291024	0.4	0.3	0.5	0.0
	"Gum and Other Mouth"	"20050"	"Texas"	"48"	"2019"	"2019"	114	28986794	0.4	0.3	0.5	0.0
	"Gum and Other Mouth"	"20050"	"Virginia"	"51"	"2017"	"2017"	28	8471011	0.3	0.2	0.4	0.1
	"Gum and Other Mouth"	"20050"	"Virginia"	"51"	"2019"	"2019"	39	8556642	0.4	0.3	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Washington"	"53"	"2017"	"2017"	34	7427951	0.4	0.3	0.5	0.1
	"Gum and Other Mouth"	"20050"	"Washington"	"53"	"2019"	"2019"	49	7614024	0.5	0.4	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Wisconsin"	"55"	"2017"	"2017"	38	5793147	0.5	0.3	0.7	0.1
	"Gum and Other Mouth"	"20050"	"Wisconsin"	"55"	"2019"	"2019"	32	5824581	0.4	0.3	0.6	0.1
	"Nasopharynx"	"20060"	"California"	"06"	"2017"	"2017"	114	39337785	0.3	0.2	0.3	0.0
	"Nasopharynx"	"20060"	"California"	"06"	"2019"	"2019"	113	39437610	0.3	0.2	0.3	0.0
	"Nasopharynx"	"20060"	"Florida"	"12"	"2017"	"2017"	49	20977089	0.2	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Florida"	"12"	"2019"	"2019"	42	21492056	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Georgia"	"13"	"2017"	"2017"	25	10417031	0.2	0.1	0.3	0.0
	"Nasopharynx"	"20060"	"Georgia"	"13"	"2019"	"2019"	20	10628020	0.2	0.1	0.3	0.0
	"Nasopharynx"	"20060"	"Illinois"	"17"	"2017"	"2017"	26	12779893	0.2	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Illinois"	"17"	"2019"	"2019"	22	12667017	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Kentucky"	"21"	"2019"	"2019"	16	4472345	0.2	0.1	0.4	0.1
	"Nasopharynx"	"20060"	"Maryland"	"24"	"2017"	"2017"	16	6028186	0.2	0.1	0.4	0.1
	"Nasopharynx"	"20060"	"Massachusetts"	"25"	"2017"	"2017"	28	6863560	0.4	0.2	0.6	0.1
	"Nasopharynx"	"20060"	"Michigan"	"26"	"2017"	"2017"	16	9976752	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Michigan"	"26"	"2019"	"2019"	18	9984795	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Missouri"	"29"	"2019"	"2019"	19	6140475	0.2	0.1	0.4	0.1
	"Nasopharynx"	"20060"	"New Jersey"	"34"	"2017"	"2017"	24	8888147	0.2	0.1	0.3	0.0
	"Nasopharynx"	"20060"	"New York"	"36"	"2017"	"2017"	55	19593849	0.2	0.2	0.3	0.0
	"Nasopharynx"	"20060"	"New York"	"36"	"2019"	"2019"	49	19463131	0.2	0.2	0.3	0.0
	"Nasopharynx"	"20060"	"North Carolina"	"37"	"2017"	"2017"	17	10275758	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"North Carolina"	"37"	"2019"	"2019"	18	10501384	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Ohio"	"39"	"2017"	"2017"	18	11665706	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Ohio"	"39"	"2019"	"2019"	20	11696507	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Pennsylvania"	"42"	"2017"	"2017"	26	12794679	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Pennsylvania"	"42"	"2019"	"2019"	26	12798883	0.1	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Tennessee"	"47"	"2019"	"2019"	22	6830325	0.3	0.2	0.4	0.1
	"Nasopharynx"	"20060"	"Texas"	"48"	"2017"	"2017"	43	28291024	0.2	0.1	0.2	0.0
	"Nasopharynx"	"20060"	"Texas"	"48"	"2019"	"2019"	65	28986794	0.2	0.2	0.3	0.0
	"Nasopharynx"	"20060"	"Virginia"	"51"	"2017"	"2017"	18	8471011	0.2	0.1	0.3	0.0
	"Nasopharynx"	"20060"	"Washington"	"53"	"2017"	"2017"	16	7427951	0.2	0.1	0.3	0.0
	"Tonsil"	"20070"	"Arizona"	"04"	"2017"	"2017"	22	7048088	0.3	0.2	0.4	0.1
	"Tonsil"	"20070"	"Arizona"	"04"	"2019"	"2019"	18	7291843	0.2	0.1	0.3	0.0
	"Tonsil"	"20070"	"California"	"06"	"2017"	"2017"	106	39337785	0.2	0.2	0.3	0.0
	"Tonsil"	"20070"	"California"	"06"	"2019"	"2019"	122	39437610	0.3	0.2	0.3	0.0
	"Tonsil"	"20070"	"Colorado"	"08"	"2019"	"2019"	17	5758486	0.2	0.1	0.4	0.1
	"Tonsil"	"20070"	"Florida"	"12"	"2017"	"2017"	101	20977089	0.3	0.3	0.4	0.0
	"Tonsil"	"20070"	"Florida"	"12"	"2019"	"2019"	99	21492056	0.3	0.2	0.4	0.0
	"Tonsil"	"20070"	"Georgia"	"13"	"2017"	"2017"	28	10417031	0.2	0.2	0.4	0.0
	"Tonsil"	"20070"	"Georgia"	"13"	"2019"	"2019"	28	10628020	0.2	0.1	0.3	0.0
	"Tonsil"	"20070"	"Illinois"	"17"	"2017"	"2017"	47	12779893	0.3	0.2	0.4	0.0
	"Tonsil"	"20070"	"Illinois"	"17"	"2019"	"2019"	46	12667017	0.3	0.2	0.4	0.0
	"Tonsil"	"20070"	"Indiana"	"18"	"2017"	"2017"	37	6662068	0.4	0.3	0.6	0.1
	"Tonsil"	"20070"	"Indiana"	"18"	"2019"	"2019"	33	6731010	0.4	0.3	0.6	0.1
	"Tonsil"	"20070"	"Kentucky"	"21"	"2017"	"2017"	22	4455590	0.4	0.2	0.6	0.1
	"Tonsil"	"20070"	"Kentucky"	"21"	"2019"	"2019"	20	4472345	0.3	0.2	0.5	0.1
	"Tonsil"	"20070"	"Massachusetts"	"25"	"2017"	"2017"	19	6863560	0.2	0.1	0.3	0.0
	"Tonsil"	"20070"	"Massachusetts"	"25"	"2019"	"2019"	17	6894883	0.2	0.1	0.3	0.0
	"Tonsil"	"20070"	"Michigan"	"26"	"2017"	"2017"	42	9976752	0.3	0.2	0.4	0.0
	"Tonsil"	"20070"	"Michigan"	"26"	"2019"	"2019"	35	9984795	0.3	0.2	0.4	0.0
	"Tonsil"	"20070"	"Minnesota"	"27"	"2017"	"2017"	22	5569283	0.3	0.2	0.5	0.1
	"Tonsil"	"20070"	"Minnesota"	"27"	"2019"	"2019"	20	5640053	0.3	0.2	0.5	0.1
	"Tonsil"	"20070"	"Missouri"	"29"	"2017"	"2017"	25	6111382	0.3	0.2	0.5	0.1
	"Tonsil"	"20070"	"Missouri"	"29"	"2019"	"2019"	28	6140475	0.3	0.2	0.5	0.1
	"Tonsil"	"20070"	"New Jersey"	"34"	"2019"	"2019"	26	8891258	0.2	0.1	0.3	0.0
	"Tonsil"	"20070"	"New York"	"36"	"2017"	"2017"	49	19593849	0.2	0.1	0.3	0.0
	"Tonsil"	"20070"	"New York"	"36"	"2019"	"2019"	43	19463131	0.2	0.1	0.2	0.0
	"Tonsil"	"20070"	"North Carolina"	"37"	"2017"	"2017"	53	10275758	0.4	0.3	0.6	0.1
	"Tonsil"	"20070"	"North Carolina"	"37"	"2019"	"2019"	49	10501384	0.4	0.3	0.5	0.1
	"Tonsil"	"20070"	"Ohio"	"39"	"2017"	"2017"	44	11665706	0.3	0.2	0.4	0.0
	"Tonsil"	"20070"	"Ohio"	"39"	"2019"	"2019"	67	11696507	0.4	0.3	0.6	0.1
	"Tonsil"	"20070"	"Oregon"	"41"	"2017"	"2017"	17	4147294	0.3	0.2	0.5	0.1
	"Tonsil"	"20070"	"Pennsylvania"	"42"	"2017"	"2017"	48	12794679	0.3	0.2	0.4	0.0
	"Tonsil"	"20070"	"Pennsylvania"	"42"	"2019"	"2019"	58	12798883	0.3	0.2	0.4	0.0
