"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Lung and Bronchus"	"22030"	"Kentucky"	"21"	"2019"	"2019"	3068	4472345	52.7	68.6
	"Lung and Bronchus"	"22030"	"Louisiana"	"22"	"2017"	"2017"	2559	4673673	46.3	54.8
	"Lung and Bronchus"	"22030"	"Louisiana"	"22"	"2019"	"2019"	2463	4658285	42.6	52.9
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2017"	"2017"	919	1335743	44.7	68.8
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2019"	"2019"	898	1345770	42.1	66.7
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2017"	"2017"	2575	6028186	36.1	42.7
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2019"	"2019"	2384	6054954	31.6	39.4
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2017"	"2017"	3074	6863560	35.4	44.8
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2019"	"2019"	2952	6894883	32.4	42.8
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2017"	"2017"	5502	9976752	42.4	55.1
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2019"	"2019"	5325	9984795	39.0	53.3
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2017"	"2017"	2316	5569283	34.2	41.6
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2019"	"2019"	2157	5640053	30.3	38.2
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2017"	"2017"	1804	2990674	49.3	60.3
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2019"	"2019"	1866	2978227	49.4	62.7
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2017"	"2017"	3690	6111382	46.7	60.4
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2019"	"2019"	3477	6140475	42.1	56.6
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2017"	"2017"	465	1053862	32.6	44.1
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2019"	"2019"	409	1070123	27.0	38.2
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2017"	"2017"	815	1916998	35.9	42.5
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2019"	"2019"	779	1932571	32.7	40.3
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2017"	"2017"	1312	2972097	38.4	44.1
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2019"	"2019"	1253	3090771	33.3	40.5
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2017"	"2017"	700	1350395	38.7	51.8
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2019"	"2019"	660	1360783	34.3	48.5
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2017"	"2017"	3562	8888147	31.8	40.1
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2019"	"2019"	3326	8891258	28.8	37.4
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	"2017"	"2017"	678	2092844	25.7	32.4
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	"2019"	"2019"	630	2099634	22.2	30.0
	"Lung and Bronchus"	"22030"	"New York"	"36"	"2017"	"2017"	7821	19593849	31.5	39.9
	"Lung and Bronchus"	"22030"	"New York"	"36"	"2019"	"2019"	7372	19463131	28.5	37.9
	"Lung and Bronchus"	"22030"	"North Carolina"	"37"	"2017"	"2017"	5286	10275758	41.9	51.4
	"Lung and Bronchus"	"22030"	"North Carolina"	"37"	"2019"	"2019"	5109	10501384	37.8	48.7
	"Lung and Bronchus"	"22030"	"North Dakota"	"38"	"2017"	"2017"	310	756755	34.8	41.0
	"Lung and Bronchus"	"22030"	"North Dakota"	"38"	"2019"	"2019"	317	763724	33.3	41.5
	"Lung and Bronchus"	"22030"	"Ohio"	"39"	"2017"	"2017"	6796	11665706	44.7	58.3
	"Lung and Bronchus"	"22030"	"Ohio"	"39"	"2019"	"2019"	6449	11696507	41.0	55.1
	"Lung and Bronchus"	"22030"	"Oklahoma"	"40"	"2017"	"2017"	2210	3933602	46.7	56.2
	"Lung and Bronchus"	"22030"	"Oklahoma"	"40"	"2019"	"2019"	2282	3960676	46.5	57.6
	"Lung and Bronchus"	"22030"	"Oregon"	"41"	"2017"	"2017"	1865	4147294	35.1	45.0
	"Lung and Bronchus"	"22030"	"Oregon"	"41"	"2019"	"2019"	1781	4216116	31.2	42.2
	"Lung and Bronchus"	"22030"	"Pennsylvania"	"42"	"2017"	"2017"	6910	12794679	38.7	54.0
	"Lung and Bronchus"	"22030"	"Pennsylvania"	"42"	"2019"	"2019"	6581	12798883	35.7	51.4
	"Lung and Bronchus"	"22030"	"Rhode Island"	"44"	"2017"	"2017"	556	1056554	39.6	52.6
	"Lung and Bronchus"	"22030"	"Rhode Island"	"44"	"2019"	"2019"	531	1058158	36.4	50.2
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	"2017"	"2017"	2700	5027102	41.1	53.7
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	"2019"	"2019"	2671	5157702	37.8	51.8
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	"2017"	"2017"	422	873732	38.7	48.3
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	"2019"	"2019"	430	887127	37.3	48.5
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	"2017"	"2017"	4001	6714748	47.5	59.6
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	"2019"	"2019"	4051	6830325	45.6	59.3
	"Lung and Bronchus"	"22030"	"Texas"	"48"	"2017"	"2017"	9109	28291024	33.0	32.2
	"Lung and Bronchus"	"22030"	"Texas"	"48"	"2019"	"2019"	8723	28986794	29.7	30.1
	"Lung and Bronchus"	"22030"	"Utah"	"49"	"2017"	"2017"	451	3103540	17.3	14.5
	"Lung and Bronchus"	"22030"	"Utah"	"49"	"2019"	"2019"	444	3203383	15.8	13.9
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	"2017"	"2017"	356	625132	39.7	56.9
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	"2019"	"2019"	306	624046	32.4	49.0
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	"2017"	"2017"	3710	8471011	36.8	43.8
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	"2019"	"2019"	3573	8556642	33.8	41.8
	"Lung and Bronchus"	"22030"	"Washington"	"53"	"2017"	"2017"	2928	7427951	34.0	39.4
	"Lung and Bronchus"	"22030"	"Washington"	"53"	"2019"	"2019"	2841	7614024	31.1	37.3
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2017"	"2017"	1338	1818683	49.4	73.6
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"2019"	"2019"	1314	1795263	48.3	73.2
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2017"	"2017"	2802	5793147	37.6	48.4
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"2019"	"2019"	2712	5824581	34.6	46.6
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2017"	"2017"	216	579994	30.5	37.2
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"2019"	"2019"	225	580116	29.4	38.8
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2017"	"2017"	135	4877989	2.3	2.8
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"2019"	"2019"	117	4907965	1.9	2.4
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2017"	"2017"	190	7048088	2.2	2.7
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"2019"	"2019"	206	7291843	2.2	2.8
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2017"	"2017"	59	3003855	1.6	2.0
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"2019"	"2019"	62	3020985	1.5	2.1
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2017"	"2017"	821	39337785	1.9	2.1
	"Melanoma of the Skin"	"25010"	"California"	"06"	"2019"	"2019"	824	39437610	1.8	2.1
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2017"	"2017"	162	5617421	2.7	2.9
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"2019"	"2019"	172	5758486	2.7	3.0
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2017"	"2017"	80	3575324	1.7	2.2
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"2019"	"2019"	89	3566022	1.8	2.5
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2017"	"2017"	29	957942	2.4	3.0
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"2019"	"2019"	29	976668	2.2	3.0
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2017"	"2017"	627	20977089	2.1	3.0
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"2019"	"2019"	656	21492056	2.1	3.1
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2017"	"2017"	201	10417031	1.9	1.9
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"2019"	"2019"	203	10628020	1.8	1.9
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2017"	"2017"	18	1425763	1.0	1.3
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"2019"	"2019"	19	1415615	0.9	1.3
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2017"	"2017"	48	1719745	2.4	2.8
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"2019"	"2019"	59	1789060	2.9	3.3
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2017"	"2017"	300	12779893	2.0	2.3
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"2019"	"2019"	266	12667017	1.7	2.1
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2017"	"2017"	184	6662068	2.4	2.8
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"2019"	"2019"	181	6731010	2.2	2.7
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2017"	"2017"	107	3143734	2.7	3.4
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"2019"	"2019"	110	3159596	2.7	3.5
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2017"	"2017"	77	2910892	2.2	2.6
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2019"	"2019"	79	2912635	2.2	2.7
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2017"	"2017"	146	4455590	2.7	3.3
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"2019"	"2019"	127	4472345	2.3	2.8
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2017"	"2017"	77	4673673	1.5	1.6
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"2019"	"2019"	83	4658285	1.5	1.8
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2017"	"2017"	46	1335743	2.4	3.4
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"2019"	"2019"	48	1345770	2.4	3.6
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2017"	"2017"	112	6028186	1.6	1.9
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"2019"	"2019"	143	6054954	1.9	2.4
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2017"	"2017"	200	6863560	2.3	2.9
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"2019"	"2019"	190	6894883	2.2	2.8
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2017"	"2017"	257	9976752	2.1	2.6
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	"2019"	"2019"	277	9984795	2.2	2.8
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2017"	"2017"	122	5569283	1.8	2.2
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	"2019"	"2019"	164	5640053	2.3	2.9
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2017"	"2017"	68	2990674	1.9	2.3
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	"2019"	"2019"	72	2978227	1.9	2.4
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2017"	"2017"	174	6111382	2.4	2.8
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	"2019"	"2019"	195	6140475	2.5	3.2
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2017"	"2017"	35	1053862	2.5	3.3
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	"2019"	"2019"	31	1070123	2.2	2.9
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2017"	"2017"	50	1916998	2.2	2.6
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	"2019"	"2019"	56	1932571	2.4	2.9
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2017"	"2017"	82	2972097	2.6	2.8
	"Melanoma of the Skin"	"25010"	"Nevada"	"32"	"2019"	"2019"	69	3090771	2.0	2.2
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2017"	"2017"	54	1350395	3.4	4.0
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	"2019"	"2019"	45	1360783	2.4	3.3
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2017"	"2017"	210	8888147	1.9	2.4
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	"2019"	"2019"	193	8891258	1.7	2.2
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"2017"	"2017"	50	2092844	2.0	2.4
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	"2019"	"2019"	52	2099634	1.9	2.5
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2017"	"2017"	401	19593849	1.6	2.0
	"Melanoma of the Skin"	"25010"	"New York"	"36"	"2019"	"2019"	362	19463131	1.5	1.9
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2017"	"2017"	252	10275758	2.1	2.5
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2019"	"2019"	290	10501384	2.3	2.8
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2017"	"2017"	21	756755	2.4	2.8
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2019"	"2019"	16	763724	1.8	2.1
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2017"	"2017"	384	11665706	2.7	3.3
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2019"	"2019"	351	11696507	2.4	3.0
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2017"	"2017"	118	3933602	2.7	3.0
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2019"	"2019"	103	3960676	2.3	2.6
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2017"	"2017"	133	4147294	2.6	3.2
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2019"	"2019"	109	4216116	2.0	2.6
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2017"	"2017"	405	12794679	2.4	3.2
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2019"	"2019"	388	12798883	2.2	3.0
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2017"	"2017"	29	1056554	2.3	2.7
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2019"	"2019"	35	1058158	2.4	3.3
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2017"	"2017"	127	5027102	2.1	2.5
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2019"	"2019"	127	5157702	1.9	2.5
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2017"	"2017"	26	873732	2.5	3.0
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2019"	"2019"	18	887127	1.5	2.0
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2017"	"2017"	213	6714748	2.6	3.2
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2019"	"2019"	218	6830325	2.7	3.2
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2017"	"2017"	495	28291024	1.8	1.7
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2019"	"2019"	484	28986794	1.7	1.7
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2017"	"2017"	68	3103540	2.5	2.2
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2019"	"2019"	76	3203383	2.8	2.4
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2017"	"2017"	17	625132	2.0	2.7
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2019"	"2019"	18	624046	2.2	2.9
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2017"	"2017"	190	8471011	2.0	2.2
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2019"	"2019"	210	8556642	2.0	2.5
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2017"	"2017"	192	7427951	2.2	2.6
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2019"	"2019"	205	7614024	2.3	2.7
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2017"	"2017"	71	1818683	2.9	3.9
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2019"	"2019"	62	1795263	2.5	3.5
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2017"	"2017"	153	5793147	2.1	2.6
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2019"	"2019"	171	5824581	2.2	2.9
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2017"	"2017"	24	579994	3.8	4.1
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2019"	"2019"	17	580116	2.3	2.9
	"Myeloma"	"34000"	"Alabama"	"01"	"2017"	"2017"	208	4877989	3.4	4.3
	"Myeloma"	"34000"	"Alabama"	"01"	"2019"	"2019"	224	4907965	3.5	4.6
	"Myeloma"	"34000"	"Alaska"	"02"	"2019"	"2019"	18	733603	2.7	2.5
	"Myeloma"	"34000"	"Arizona"	"04"	"2017"	"2017"	260	7048088	2.9	3.7
	"Myeloma"	"34000"	"Arizona"	"04"	"2019"	"2019"	243	7291843	2.5	3.3
	"Myeloma"	"34000"	"Arkansas"	"05"	"2017"	"2017"	120	3003855	3.2	4.0
	"Myeloma"	"34000"	"Arkansas"	"05"	"2019"	"2019"	126	3020985	3.2	4.2
	"Myeloma"	"34000"	"California"	"06"	"2017"	"2017"	1212	39337785	2.8	3.1
	"Myeloma"	"34000"	"California"	"06"	"2019"	"2019"	1264	39437610	2.8	3.2
	"Myeloma"	"34000"	"Colorado"	"08"	"2017"	"2017"	178	5617421	3.1	3.2
	"Myeloma"	"34000"	"Colorado"	"08"	"2019"	"2019"	188	5758486	3.1	3.3
	"Myeloma"	"34000"	"Connecticut"	"09"	"2017"	"2017"	120	3575324	2.6	3.4
	"Myeloma"	"34000"	"Connecticut"	"09"	"2019"	"2019"	124	3566022	2.5	3.5
	"Myeloma"	"34000"	"Delaware"	"10"	"2017"	"2017"	46	957942	3.4	4.8
	"Myeloma"	"34000"	"Delaware"	"10"	"2019"	"2019"	46	976668	3.4	4.7
	"Myeloma"	"34000"	"District of Columbia"	"11"	"2017"	"2017"	30	697079	4.6	4.3
	"Myeloma"	"34000"	"District of Columbia"	"11"	"2019"	"2019"	26	708253	3.9	3.7
	"Myeloma"	"34000"	"Florida"	"12"	"2017"	"2017"	879	20977089	2.8	4.2
	"Myeloma"	"34000"	"Florida"	"12"	"2019"	"2019"	946	21492056	2.8	4.4
	"Myeloma"	"34000"	"Georgia"	"13"	"2017"	"2017"	383	10417031	3.6	3.7
	"Myeloma"	"34000"	"Georgia"	"13"	"2019"	"2019"	390	10628020	3.4	3.7
	"Myeloma"	"34000"	"Hawaii"	"15"	"2017"	"2017"	46	1425763	2.2	3.2
	"Myeloma"	"34000"	"Hawaii"	"15"	"2019"	"2019"	37	1415615	1.8	2.6
	"Myeloma"	"34000"	"Idaho"	"16"	"2017"	"2017"	78	1719745	4.1	4.5
	"Myeloma"	"34000"	"Idaho"	"16"	"2019"	"2019"	56	1789060	2.7	3.1
	"Myeloma"	"34000"	"Illinois"	"17"	"2017"	"2017"	479	12779893	3.2	3.7
	"Myeloma"	"34000"	"Illinois"	"17"	"2019"	"2019"	483	12667017	3.1	3.8
	"Myeloma"	"34000"	"Indiana"	"18"	"2017"	"2017"	259	6662068	3.3	3.9
	"Myeloma"	"34000"	"Indiana"	"18"	"2019"	"2019"	282	6731010	3.5	4.2
	"Myeloma"	"34000"	"Iowa"	"19"	"2017"	"2017"	163	3143734	4.0	5.2
	"Myeloma"	"34000"	"Iowa"	"19"	"2019"	"2019"	118	3159596	2.8	3.7
	"Myeloma"	"34000"	"Kansas"	"20"	"2017"	"2017"	102	2910892	3.1	3.5
	"Myeloma"	"34000"	"Kansas"	"20"	"2019"	"2019"	117	2912635	3.2	4.0
	"Myeloma"	"34000"	"Kentucky"	"21"	"2017"	"2017"	175	4455590	3.2	3.9
	"Myeloma"	"34000"	"Kentucky"	"21"	"2019"	"2019"	183	4472345	3.3	4.1
	"Myeloma"	"34000"	"Louisiana"	"22"	"2017"	"2017"	202	4673673	3.8	4.3
	"Myeloma"	"34000"	"Louisiana"	"22"	"2019"	"2019"	201	4658285	3.6	4.3
	"Myeloma"	"34000"	"Maine"	"23"	"2017"	"2017"	68	1335743	3.4	5.1
	"Myeloma"	"34000"	"Maine"	"23"	"2019"	"2019"	67	1345770	3.1	5.0
	"Myeloma"	"34000"	"Maryland"	"24"	"2017"	"2017"	258	6028186	3.6	4.3
	"Myeloma"	"34000"	"Maryland"	"24"	"2019"	"2019"	267	6054954	3.6	4.4
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2017"	"2017"	250	6863560	2.9	3.6
	"Myeloma"	"34000"	"Massachusetts"	"25"	"2019"	"2019"	244	6894883	2.7	3.5
	"Myeloma"	"34000"	"Michigan"	"26"	"2017"	"2017"	467	9976752	3.7	4.7
	"Myeloma"	"34000"	"Michigan"	"26"	"2019"	"2019"	456	9984795	3.4	4.6
	"Myeloma"	"34000"	"Minnesota"	"27"	"2017"	"2017"	189	5569283	2.9	3.4
	"Myeloma"	"34000"	"Minnesota"	"27"	"2019"	"2019"	195	5640053	2.8	3.5
	"Myeloma"	"34000"	"Mississippi"	"28"	"2017"	"2017"	145	2990674	4.2	4.8
	"Myeloma"	"34000"	"Mississippi"	"28"	"2019"	"2019"	120	2978227	3.3	4.0
	"Myeloma"	"34000"	"Missouri"	"29"	"2017"	"2017"	240	6111382	3.1	3.9
	"Myeloma"	"34000"	"Missouri"	"29"	"2019"	"2019"	261	6140475	3.2	4.3
	"Myeloma"	"34000"	"Montana"	"30"	"2017"	"2017"	44	1053862	3.1	4.2
	"Myeloma"	"34000"	"Montana"	"30"	"2019"	"2019"	45	1070123	3.1	4.2
	"Myeloma"	"34000"	"Nebraska"	"31"	"2017"	"2017"	69	1916998	3.0	3.6
	"Myeloma"	"34000"	"Nebraska"	"31"	"2019"	"2019"	73	1932571	3.0	3.8
	"Myeloma"	"34000"	"Nevada"	"32"	"2017"	"2017"	78	2972097	2.4	2.6
	"Myeloma"	"34000"	"Nevada"	"32"	"2019"	"2019"	102	3090771	2.8	3.3
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2017"	"2017"	54	1350395	3.1	4.0
	"Myeloma"	"34000"	"New Hampshire"	"33"	"2019"	"2019"	57	1360783	2.9	4.2
	"Myeloma"	"34000"	"New Jersey"	"34"	"2017"	"2017"	324	8888147	3.0	3.6
	"Myeloma"	"34000"	"New Jersey"	"34"	"2019"	"2019"	340	8891258	2.9	3.8
	"Myeloma"	"34000"	"New Mexico"	"35"	"2017"	"2017"	78	2092844	2.9	3.7
	"Myeloma"	"34000"	"New Mexico"	"35"	"2019"	"2019"	85	2099634	3.0	4.0
	"Myeloma"	"34000"	"New York"	"36"	"2017"	"2017"	728	19593849	2.9	3.7
	"Myeloma"	"34000"	"New York"	"36"	"2019"	"2019"	660	19463131	2.5	3.4
	"Myeloma"	"34000"	"North Carolina"	"37"	"2017"	"2017"	431	10275758	3.5	4.2
	"Myeloma"	"34000"	"North Carolina"	"37"	"2019"	"2019"	477	10501384	3.6	4.5
	"Myeloma"	"34000"	"North Dakota"	"38"	"2017"	"2017"	25	756755	2.7	3.3
	"Myeloma"	"34000"	"North Dakota"	"38"	"2019"	"2019"	25	763724	2.5	3.3
	"Myeloma"	"34000"	"Ohio"	"39"	"2017"	"2017"	533	11665706	3.6	4.6
	"Myeloma"	"34000"	"Ohio"	"39"	"2019"	"2019"	497	11696507	3.2	4.2
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2017"	"2017"	142	3933602	3.1	3.6
	"Myeloma"	"34000"	"Oklahoma"	"40"	"2019"	"2019"	169	3960676	3.6	4.3
	"Myeloma"	"34000"	"Oregon"	"41"	"2017"	"2017"	167	4147294	3.2	4.0
	"Myeloma"	"34000"	"Oregon"	"41"	"2019"	"2019"	159	4216116	2.9	3.8
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2017"	"2017"	567	12794679	3.3	4.4
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2019"	"2019"	569	12798883	3.1	4.4
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2017"	"2017"	40	1056554	2.7	3.8
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2019"	"2019"	44	1058158	3.0	4.2
	"Myeloma"	"34000"	"South Carolina"	"45"	"2017"	"2017"	253	5027102	4.0	5.0
	"Myeloma"	"34000"	"South Carolina"	"45"	"2019"	"2019"	253	5157702	3.7	4.9
	"Myeloma"	"34000"	"South Dakota"	"46"	"2017"	"2017"	43	873732	3.9	4.9
	"Myeloma"	"34000"	"South Dakota"	"46"	"2019"	"2019"	35	887127	3.0	3.9
	"Myeloma"	"34000"	"Tennessee"	"47"	"2017"	"2017"	273	6714748	3.4	4.1
	"Myeloma"	"34000"	"Tennessee"	"47"	"2019"	"2019"	287	6830325	3.3	4.2
	"Myeloma"	"34000"	"Texas"	"48"	"2017"	"2017"	915	28291024	3.4	3.2
	"Myeloma"	"34000"	"Texas"	"48"	"2019"	"2019"	856	28986794	3.0	3.0
	"Myeloma"	"34000"	"Utah"	"49"	"2017"	"2017"	75	3103540	2.9	2.4
	"Myeloma"	"34000"	"Utah"	"49"	"2019"	"2019"	82	3203383	3.0	2.6
	"Myeloma"	"34000"	"Vermont"	"50"	"2017"	"2017"	21	625132	2.3	3.4
	"Myeloma"	"34000"	"Vermont"	"50"	"2019"	"2019"	30	624046	3.2	4.8
	"Myeloma"	"34000"	"Virginia"	"51"	"2017"	"2017"	328	8471011	3.3	3.9
	"Myeloma"	"34000"	"Virginia"	"51"	"2019"	"2019"	325	8556642	3.2	3.8
	"Myeloma"	"34000"	"Washington"	"53"	"2017"	"2017"	244	7427951	3.0	3.3
	"Myeloma"	"34000"	"Washington"	"53"	"2019"	"2019"	270	7614024	3.0	3.5
	"Myeloma"	"34000"	"West Virginia"	"54"	"2017"	"2017"	81	1818683	3.1	4.5
	"Myeloma"	"34000"	"West Virginia"	"54"	"2019"	"2019"	78	1795263	3.0	4.3
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2017"	"2017"	223	5793147	3.0	3.8
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2019"	"2019"	236	5824581	3.1	4.1
	"Myeloma"	"34000"	"Wyoming"	"56"	"2017"	"2017"	16	579994	2.4	2.8
